id,Region,Year,male_participants,female_participants,total_participants,male_participation_rate,female_participation_rate
1936_AFG,AFG,1936,15,0,15,1,0
1948_AFG,AFG,1948,25,0,25,1,0
1956_AFG,AFG,1956,12,0,12,1,0
1960_AFG,AFG,1960,12,0,12,1,0
1964_AFG,AFG,1964,8,0,8,1,0
1968_AFG,AFG,1968,5,0,5,1,0
1972_AFG,AFG,1972,8,0,8,1,0
1980_AFG,AFG,1980,11,0,11,1,0
1988_AFG,AFG,1988,5,0,5,1,0
1996_AFG,AFG,1996,2,0,2,1,0
2004_AFG,AFG,2004,3,2,5,0.6,0.4
2008_AFG,AFG,2008,3,1,4,0.75,0.25
2012_AFG,AFG,2012,5,1,6,0.833,0.167
2016_AFG,AFG,2016,2,1,3,0.667,0.333
1952_AHO,AHO,1952,11,0,11,1,0
1960_AHO,AHO,1960,5,0,5,1,0
1964_AHO,AHO,1964,4,0,4,1,0
1968_AHO,AHO,1968,3,2,5,0.6,0.4
1972_AHO,AHO,1972,2,0,2,1,0
1976_AHO,AHO,1976,4,0,4,1,0
1984_AHO,AHO,1984,3,5,8,0.375,0.625
1988_AHO,AHO,1988,4,1,5,0.8,0.2
1992_AHO,AHO,1992,5,1,6,0.833,0.167
1996_AHO,AHO,1996,6,0,6,1,0
2000_AHO,AHO,2000,6,1,7,0.857,0.143
2004_AHO,AHO,2004,3,0,3,1,0
2008_AHO,AHO,2008,3,0,3,1,0
1972_ALB,ALB,1972,4,1,5,0.8,0.2
1992_ALB,ALB,1992,5,2,7,0.714,0.286
1996_ALB,ALB,1996,3,4,7,0.429,0.571
2000_ALB,ALB,2000,2,2,4,0.5,0.5
2004_ALB,ALB,2004,5,2,7,0.714,0.286
2008_ALB,ALB,2008,7,4,11,0.636,0.364
2012_ALB,ALB,2012,6,3,9,0.667,0.333
2016_ALB,ALB,2016,3,3,6,0.5,0.5
1964_ALG,ALG,1964,1,0,1,1,0
1968_ALG,ALG,1968,3,0,3,1,0
1972_ALG,ALG,1972,5,0,5,1,0
1980_ALG,ALG,1980,54,0,54,1,0
1984_ALG,ALG,1984,33,0,33,1,0
1988_ALG,ALG,1988,40,2,42,0.952,0.048
1992_ALG,ALG,1992,36,3,39,0.923,0.077
1996_ALG,ALG,1996,39,6,45,0.867,0.133
2000_ALG,ALG,2000,37,10,47,0.787,0.213
2004_ALG,ALG,2004,46,15,61,0.754,0.246
2008_ALG,ALG,2008,34,22,56,0.607,0.393
2012_ALG,ALG,2012,21,17,38,0.553,0.447
2016_ALG,ALG,2016,54,10,64,0.844,0.156
1976_AND,AND,1976,8,0,8,1,0
1980_AND,AND,1980,5,0,5,1,0
1984_AND,AND,1984,4,0,4,1,0
1988_AND,AND,1988,5,2,7,0.714,0.286
1992_AND,AND,1992,11,2,13,0.846,0.154
1996_AND,AND,1996,6,2,8,0.75,0.25
2000_AND,AND,2000,3,2,5,0.6,0.4
2004_AND,AND,2004,4,2,6,0.667,0.333
2008_AND,AND,2008,3,2,5,0.6,0.4
2012_AND,AND,2012,4,2,6,0.667,0.333
2016_AND,AND,2016,2,2,4,0.5,0.5
1980_ANG,ANG,1980,10,1,11,0.909,0.091
1988_ANG,ANG,1988,19,5,24,0.792,0.208
1992_ANG,ANG,1992,25,3,28,0.893,0.107
1996_ANG,ANG,1996,13,15,28,0.464,0.536
2000_ANG,ANG,2000,15,15,30,0.5,0.5
2004_ANG,ANG,2004,14,16,30,0.467,0.533
2008_ANG,ANG,2008,17,15,32,0.531,0.469
2012_ANG,ANG,2012,4,29,33,0.121,0.879
2016_ANG,ANG,2016,8,18,26,0.308,0.692
1976_ANT,ANT,1976,10,0,10,1,0
1984_ANT,ANT,1984,10,4,14,0.714,0.286
1988_ANT,ANT,1988,12,3,15,0.8,0.2
1992_ANT,ANT,1992,9,4,13,0.692,0.308
1996_ANT,ANT,1996,8,5,13,0.615,0.385
2000_ANT,ANT,2000,2,1,3,0.667,0.333
2004_ANT,ANT,2004,3,2,5,0.6,0.4
2008_ANT,ANT,2008,4,1,5,0.8,0.2
2012_ANT,ANT,2012,2,2,4,0.5,0.5
2016_ANT,ANT,2016,6,2,8,0.75,0.25
1908_ANZ,ANZ,1908,30,0,30,1,0
1912_ANZ,ANZ,1912,23,2,25,0.92,0.08
1900_ARG,ARG,1900,1,0,1,1,0
1908_ARG,ARG,1908,1,0,1,1,0
1920_ARG,ARG,1920,1,0,1,1,0
1924_ARG,ARG,1924,77,0,77,1,0
1928_ARG,ARG,1928,91,0,91,1,0
1932_ARG,ARG,1932,33,0,33,1,0
1936_ARG,ARG,1936,50,1,51,0.98,0.02
1948_ARG,ARG,1948,197,11,208,0.947,0.053
1952_ARG,ARG,1952,126,9,135,0.933,0.067
1956_ARG,ARG,1956,34,1,35,0.971,0.029
1960_ARG,ARG,1960,96,2,98,0.98,0.02
1964_ARG,ARG,1964,107,7,114,0.939,0.061
1968_ARG,ARG,1968,86,8,94,0.915,0.085
1972_ARG,ARG,1972,90,4,94,0.957,0.043
1976_ARG,ARG,1976,73,4,77,0.948,0.052
1980_ARG,ARG,1980,13,0,13,1,0
1984_ARG,ARG,1984,84,15,99,0.848,0.152
1988_ARG,ARG,1988,103,30,133,0.774,0.226
1992_ARG,ARG,1992,82,22,104,0.788,0.212
1996_ARG,ARG,1996,132,47,179,0.737,0.263
2000_ARG,ARG,2000,98,45,143,0.685,0.315
2004_ARG,ARG,2004,106,46,152,0.697,0.303
2008_ARG,ARG,2008,79,53,132,0.598,0.402
2012_ARG,ARG,2012,97,40,137,0.708,0.292
2016_ARG,ARG,2016,140,75,215,0.651,0.349
1996_ARM,ARM,1996,30,2,32,0.938,0.063
2000_ARM,ARM,2000,23,2,25,0.92,0.08
2004_ARM,ARM,2004,16,2,18,0.889,0.111
2008_ARM,ARM,2008,23,2,25,0.92,0.08
2012_ARM,ARM,2012,20,4,24,0.833,0.167
2016_ARM,ARM,2016,24,7,31,0.774,0.226
1988_ARU,ARU,1988,4,4,8,0.5,0.5
1992_ARU,ARU,1992,4,1,5,0.8,0.2
1996_ARU,ARU,1996,3,0,3,1,0
2000_ARU,ARU,2000,3,2,5,0.6,0.4
2004_ARU,ARU,2004,3,1,4,0.75,0.25
2008_ARU,ARU,2008,2,0,2,1,0
2012_ARU,ARU,2012,3,1,4,0.75,0.25
2016_ARU,ARU,2016,3,4,7,0.429,0.571
1988_ASA,ASA,1988,6,0,6,1,0
1992_ASA,ASA,1992,3,0,3,1,0
1996_ASA,ASA,1996,6,1,7,0.857,0.143
2000_ASA,ASA,2000,3,1,4,0.75,0.25
2004_ASA,ASA,2004,2,1,3,0.667,0.333
2008_ASA,ASA,2008,2,2,4,0.5,0.5
2012_ASA,ASA,2012,3,1,4,0.75,0.25
2016_ASA,ASA,2016,3,1,4,0.75,0.25
1896_AUS,AUS,1896,1,0,1,1,0
1900_AUS,AUS,1900,2,0,2,1,0
1904_AUS,AUS,1904,2,0,2,1,0
1920_AUS,AUS,1920,12,1,13,0.923,0.077
1924_AUS,AUS,1924,36,1,37,0.973,0.027
1928_AUS,AUS,1928,14,4,18,0.778,0.222
1932_AUS,AUS,1932,9,4,13,0.692,0.308
1936_AUS,AUS,1936,29,4,33,0.879,0.121
1948_AUS,AUS,1948,66,9,75,0.88,0.12
1952_AUS,AUS,1952,78,12,90,0.867,0.133
1956_AUS,AUS,1956,261,45,306,0.853,0.147
1960_AUS,AUS,1960,186,33,219,0.849,0.151
1964_AUS,AUS,1964,206,42,248,0.831,0.169
1968_AUS,AUS,1968,107,24,131,0.817,0.183
1972_AUS,AUS,1972,143,29,172,0.831,0.169
1976_AUS,AUS,1976,151,37,188,0.803,0.197
1980_AUS,AUS,1980,97,32,129,0.752,0.248
1984_AUS,AUS,1984,177,75,252,0.702,0.298
1988_AUS,AUS,1988,197,74,271,0.727,0.273
1992_AUS,AUS,1992,202,99,301,0.671,0.329
1996_AUS,AUS,1996,250,167,417,0.6,0.4
2000_AUS,AUS,2000,341,276,617,0.553,0.447
2004_AUS,AUS,2004,268,202,470,0.57,0.43
2008_AUS,AUS,2008,233,199,432,0.539,0.461
2012_AUS,AUS,2012,221,184,405,0.546,0.454
2016_AUS,AUS,2016,208,212,420,0.495,0.505
1896_AUT,AUT,1896,3,0,3,1,0
1900_AUT,AUT,1900,16,0,16,1,0
1904_AUT,AUT,1904,2,0,2,1,0
1908_AUT,AUT,1908,7,0,7,1,0
1912_AUT,AUT,1912,79,6,85,0.929,0.071
1924_AUT,AUT,1924,48,5,53,0.906,0.094
1928_AUT,AUT,1928,100,11,111,0.901,0.099
1932_AUT,AUT,1932,23,3,26,0.885,0.115
1936_AUT,AUT,1936,265,27,292,0.908,0.092
1948_AUT,AUT,1948,157,44,201,0.781,0.219
1952_AUT,AUT,1952,121,29,150,0.807,0.193
1956_AUT,AUT,1956,79,15,94,0.84,0.16
1960_AUT,AUT,1960,99,30,129,0.767,0.233
1964_AUT,AUT,1964,114,25,139,0.82,0.18
1968_AUT,AUT,1968,98,21,119,0.824,0.176
1972_AUT,AUT,1972,126,25,151,0.834,0.166
1976_AUT,AUT,1976,117,20,137,0.854,0.146
1980_AUT,AUT,1980,97,29,126,0.77,0.23
1984_AUT,AUT,1984,128,38,166,0.771,0.229
1988_AUT,AUT,1988,132,22,154,0.857,0.143
1992_AUT,AUT,1992,116,44,160,0.725,0.275
1996_AUT,AUT,1996,56,16,72,0.778,0.222
2000_AUT,AUT,2000,55,37,92,0.598,0.402
2004_AUT,AUT,2004,54,20,74,0.73,0.27
2008_AUT,AUT,2008,40,30,70,0.571,0.429
2012_AUT,AUT,2012,39,31,70,0.557,0.443
2016_AUT,AUT,2016,37,34,71,0.521,0.479
1996_AZE,AZE,1996,20,3,23,0.87,0.13
2000_AZE,AZE,2000,25,6,31,0.806,0.194
2004_AZE,AZE,2004,30,6,36,0.833,0.167
2008_AZE,AZE,2008,30,14,44,0.682,0.318
2012_AZE,AZE,2012,38,14,52,0.731,0.269
2016_AZE,AZE,2016,42,14,56,0.75,0.25
1952_BAH,BAH,1952,7,0,7,1,0
1956_BAH,BAH,1956,4,0,4,1,0
1960_BAH,BAH,1960,13,0,13,1,0
1964_BAH,BAH,1964,11,0,11,1,0
1968_BAH,BAH,1968,16,0,16,1,0
1972_BAH,BAH,1972,19,1,20,0.95,0.05
1976_BAH,BAH,1976,10,1,11,0.909,0.091
1984_BAH,BAH,1984,17,5,22,0.773,0.227
1988_BAH,BAH,1988,12,4,16,0.75,0.25
1992_BAH,BAH,1992,12,2,14,0.857,0.143
1996_BAH,BAH,1996,19,7,26,0.731,0.269
2000_BAH,BAH,2000,16,9,25,0.64,0.36
2004_BAH,BAH,2004,13,9,22,0.591,0.409
2008_BAH,BAH,2008,16,9,25,0.64,0.36
2012_BAH,BAH,2012,12,9,21,0.571,0.429
2016_BAH,BAH,2016,17,12,29,0.586,0.414
1984_BAN,BAN,1984,1,0,1,1,0
1988_BAN,BAN,1988,6,0,6,1,0
1992_BAN,BAN,1992,5,1,6,0.833,0.167
1996_BAN,BAN,1996,3,1,4,0.75,0.25
2000_BAN,BAN,2000,2,3,5,0.4,0.6
2004_BAN,BAN,2004,3,1,4,0.75,0.25
2008_BAN,BAN,2008,3,2,5,0.6,0.4
2012_BAN,BAN,2012,4,1,5,0.8,0.2
2016_BAN,BAN,2016,4,3,7,0.571,0.429
1968_BAR,BAR,1968,9,0,9,1,0
1972_BAR,BAR,1972,8,5,13,0.615,0.385
1976_BAR,BAR,1976,9,2,11,0.818,0.182
1984_BAR,BAR,1984,13,3,16,0.813,0.188
1988_BAR,BAR,1988,16,1,17,0.941,0.059
1992_BAR,BAR,1992,16,1,17,0.941,0.059
1996_BAR,BAR,1996,11,2,13,0.846,0.154
2000_BAR,BAR,2000,12,6,18,0.667,0.333
2004_BAR,BAR,2004,9,1,10,0.9,0.1
2008_BAR,BAR,2008,7,1,8,0.875,0.125
2012_BAR,BAR,2012,6,0,6,1,0
2016_BAR,BAR,2016,7,4,11,0.636,0.364
1996_BDI,BDI,1996,6,1,7,0.857,0.143
2000_BDI,BDI,2000,5,1,6,0.833,0.167
2004_BDI,BDI,2004,5,2,7,0.714,0.286
2008_BDI,BDI,2008,1,2,3,0.333,0.667
2012_BDI,BDI,2012,2,4,6,0.333,0.667
2016_BDI,BDI,2016,5,4,9,0.556,0.444
1900_BEL,BEL,1900,64,0,64,1,0
1908_BEL,BEL,1908,70,0,70,1,0
1912_BEL,BEL,1912,35,1,36,0.972,0.028
1920_BEL,BEL,1920,326,10,336,0.97,0.03
1924_BEL,BEL,1924,183,7,190,0.963,0.037
1928_BEL,BEL,1928,198,13,211,0.938,0.062
1932_BEL,BEL,1932,33,8,41,0.805,0.195
1936_BEL,BEL,1936,168,8,176,0.955,0.045
1948_BEL,BEL,1948,142,21,163,0.871,0.129
1952_BEL,BEL,1952,139,5,144,0.965,0.035
1956_BEL,BEL,1956,57,4,61,0.934,0.066
1960_BEL,BEL,1960,93,8,101,0.921,0.079
1964_BEL,BEL,1964,66,2,68,0.971,0.029
1968_BEL,BEL,1968,77,5,82,0.939,0.061
1972_BEL,BEL,1972,83,6,89,0.933,0.067
1976_BEL,BEL,1976,78,27,105,0.743,0.257
1980_BEL,BEL,1980,45,16,61,0.738,0.262
1984_BEL,BEL,1984,49,18,67,0.731,0.269
1988_BEL,BEL,1988,35,25,60,0.583,0.417
1992_BEL,BEL,1992,47,26,73,0.644,0.356
1996_BEL,BEL,1996,41,20,61,0.672,0.328
2000_BEL,BEL,2000,36,32,68,0.529,0.471
2004_BEL,BEL,2004,31,19,50,0.62,0.38
2008_BEL,BEL,2008,77,17,94,0.819,0.181
2012_BEL,BEL,2012,69,42,111,0.622,0.378
2016_BEL,BEL,2016,70,34,104,0.673,0.327
1972_BEN,BEN,1972,3,0,3,1,0
1980_BEN,BEN,1980,15,1,16,0.938,0.063
1984_BEN,BEN,1984,3,0,3,1,0
1988_BEN,BEN,1988,6,1,7,0.857,0.143
1992_BEN,BEN,1992,4,2,6,0.667,0.333
1996_BEN,BEN,1996,4,1,5,0.8,0.2
2000_BEN,BEN,2000,3,1,4,0.75,0.25
2004_BEN,BEN,2004,2,2,4,0.5,0.5
2008_BEN,BEN,2008,3,2,5,0.6,0.4
2012_BEN,BEN,2012,4,1,5,0.8,0.2
2016_BEN,BEN,2016,4,2,6,0.667,0.333
1936_BER,BER,1936,5,0,5,1,0
1948_BER,BER,1948,10,2,12,0.833,0.167
1952_BER,BER,1952,4,2,6,0.667,0.333
1956_BER,BER,1956,3,0,3,1,0
1960_BER,BER,1960,9,0,9,1,0
1964_BER,BER,1964,4,0,4,1,0
1968_BER,BER,1968,6,0,6,1,0
1972_BER,BER,1972,9,0,9,1,0
1976_BER,BER,1976,15,1,16,0.938,0.063
1984_BER,BER,1984,11,1,12,0.917,0.083
1988_BER,BER,1988,11,1,12,0.917,0.083
1992_BER,BER,1992,15,6,21,0.714,0.286
1996_BER,BER,1996,7,2,9,0.778,0.222
2000_BER,BER,2000,4,2,6,0.667,0.333
2004_BER,BER,2004,5,5,10,0.5,0.5
2008_BER,BER,2008,2,4,6,0.333,0.667
2012_BER,BER,2012,5,3,8,0.625,0.375
2016_BER,BER,2016,4,4,8,0.5,0.5
1984_BHU,BHU,1984,3,3,6,0.5,0.5
1988_BHU,BHU,1988,3,0,3,1,0
1992_BHU,BHU,1992,3,3,6,0.5,0.5
1996_BHU,BHU,1996,1,1,2,0.5,0.5
2000_BHU,BHU,2000,1,1,2,0.5,0.5
2004_BHU,BHU,2004,1,1,2,0.5,0.5
2008_BHU,BHU,2008,1,1,2,0.5,0.5
2012_BHU,BHU,2012,0,2,2,0,1
2016_BHU,BHU,2016,0,2,2,0,1
1992_BIH,BIH,1992,6,4,10,0.6,0.4
1996_BIH,BIH,1996,7,2,9,0.778,0.222
2000_BIH,BIH,2000,7,2,9,0.778,0.222
2004_BIH,BIH,2004,7,2,9,0.778,0.222
2008_BIH,BIH,2008,4,1,5,0.8,0.2
2012_BIH,BIH,2012,4,2,6,0.667,0.333
2016_BIH,BIH,2016,7,4,11,0.636,0.364
1968_BIZ,BIZ,1968,7,0,7,1,0
1972_BIZ,BIZ,1972,1,0,1,1,0
1976_BIZ,BIZ,1976,4,0,4,1,0
1984_BIZ,BIZ,1984,11,0,11,1,0
1988_BIZ,BIZ,1988,10,0,10,1,0
1992_BIZ,BIZ,1992,9,1,10,0.9,0.1
1996_BIZ,BIZ,1996,2,3,5,0.4,0.6
2000_BIZ,BIZ,2000,1,1,2,0.5,0.5
2004_BIZ,BIZ,2004,1,1,2,0.5,0.5
2008_BIZ,BIZ,2008,3,1,4,0.75,0.25
2012_BIZ,BIZ,2012,2,1,3,0.667,0.333
2016_BIZ,BIZ,2016,2,1,3,0.667,0.333
1996_BLR,BLR,1996,91,66,157,0.58,0.42
2000_BLR,BLR,2000,72,67,139,0.518,0.482
2004_BLR,BLR,2004,82,69,151,0.543,0.457
2008_BLR,BLR,2008,93,84,177,0.525,0.475
2012_BLR,BLR,2012,89,71,160,0.556,0.444
2016_BLR,BLR,2016,53,67,120,0.442,0.558
1900_BOH,BOH,1900,6,1,7,0.857,0.143
1908_BOH,BOH,1908,19,0,19,1,0
1912_BOH,BOH,1912,43,0,43,1,0
1936_BOL,BOL,1936,2,0,2,1,0
1956_BOL,BOL,1956,1,0,1,1,0
1964_BOL,BOL,1964,1,0,1,1,0
1968_BOL,BOL,1968,4,0,4,1,0
1972_BOL,BOL,1972,11,0,11,1,0
1976_BOL,BOL,1976,4,0,4,1,0
1980_BOL,BOL,1980,3,0,3,1,0
1984_BOL,BOL,1984,13,1,14,0.929,0.071
1988_BOL,BOL,1988,12,1,13,0.923,0.077
1992_BOL,BOL,1992,13,5,18,0.722,0.278
1996_BOL,BOL,1996,6,2,8,0.75,0.25
2000_BOL,BOL,2000,3,2,5,0.6,0.4
2004_BOL,BOL,2004,4,3,7,0.571,0.429
2008_BOL,BOL,2008,4,3,7,0.571,0.429
2012_BOL,BOL,2012,3,2,5,0.6,0.4
2016_BOL,BOL,2016,6,6,12,0.5,0.5
1980_BOT,BOT,1980,7,0,7,1,0
1984_BOT,BOT,1984,7,0,7,1,0
1988_BOT,BOT,1988,8,0,8,1,0
1992_BOT,BOT,1992,6,0,6,1,0
1996_BOT,BOT,1996,7,0,7,1,0
2000_BOT,BOT,2000,7,0,7,1,0
2004_BOT,BOT,2004,10,1,11,0.909,0.091
2008_BOT,BOT,2008,9,2,11,0.818,0.182
2012_BOT,BOT,2012,3,1,4,0.75,0.25
2016_BOT,BOT,2016,9,3,12,0.75,0.25
1900_BRA,BRA,1900,1,0,1,1,0
1920_BRA,BRA,1920,19,0,19,1,0
1924_BRA,BRA,1924,12,0,12,1,0
1932_BRA,BRA,1932,58,1,59,0.983,0.017
1936_BRA,BRA,1936,67,6,73,0.918,0.082
1948_BRA,BRA,1948,59,11,70,0.843,0.157
1952_BRA,BRA,1952,92,5,97,0.948,0.052
1956_BRA,BRA,1956,46,1,47,0.979,0.021
1960_BRA,BRA,1960,71,1,72,0.986,0.014
1964_BRA,BRA,1964,60,1,61,0.984,0.016
1968_BRA,BRA,1968,73,3,76,0.961,0.039
1972_BRA,BRA,1972,78,3,81,0.963,0.037
1976_BRA,BRA,1976,72,7,79,0.911,0.089
1980_BRA,BRA,1980,91,15,106,0.858,0.142
1984_BRA,BRA,1984,126,21,147,0.857,0.143
1988_BRA,BRA,1988,127,33,160,0.794,0.206
1992_BRA,BRA,1992,138,51,189,0.73,0.27
1996_BRA,BRA,1996,156,65,221,0.706,0.294
2000_BRA,BRA,2000,106,92,198,0.535,0.465
2004_BRA,BRA,2004,124,119,243,0.51,0.49
2008_BRA,BRA,2008,139,129,268,0.519,0.481
2012_BRA,BRA,2012,131,117,248,0.528,0.472
2016_BRA,BRA,2016,255,207,462,0.552,0.448
1984_BRN,BRN,1984,10,0,10,1,0
1988_BRN,BRN,1988,7,0,7,1,0
1992_BRN,BRN,1992,10,0,10,1,0
1996_BRN,BRN,1996,5,0,5,1,0
2000_BRN,BRN,2000,2,2,4,0.5,0.5
2004_BRN,BRN,2004,7,3,10,0.7,0.3
2008_BRN,BRN,2008,11,3,14,0.786,0.214
2012_BRN,BRN,2012,4,8,12,0.333,0.667
2016_BRN,BRN,2016,20,13,33,0.606,0.394
1996_BRU,BRU,1996,1,0,1,1,0
2000_BRU,BRU,2000,2,0,2,1,0
2004_BRU,BRU,2004,1,0,1,1,0
2012_BRU,BRU,2012,2,1,3,0.667,0.333
2016_BRU,BRU,2016,2,1,3,0.667,0.333
1924_BUL,BUL,1924,24,0,24,1,0
1928_BUL,BUL,1928,5,0,5,1,0
1932_BUL,BUL,1932,2,0,2,1,0
1936_BUL,BUL,1936,33,0,33,1,0
1948_BUL,BUL,1948,4,0,4,1,0
1952_BUL,BUL,1952,64,9,73,0.877,0.123
1956_BUL,BUL,1956,50,4,54,0.926,0.074
1960_BUL,BUL,1960,93,12,105,0.886,0.114
1964_BUL,BUL,1964,59,11,70,0.843,0.157
1968_BUL,BUL,1968,104,14,118,0.881,0.119
1972_BUL,BUL,1972,110,24,134,0.821,0.179
1976_BUL,BUL,1976,134,53,187,0.717,0.283
1980_BUL,BUL,1980,191,88,279,0.685,0.315
1984_BUL,BUL,1984,15,1,16,0.938,0.063
1988_BUL,BUL,1988,129,70,199,0.648,0.352
1992_BUL,BUL,1992,109,59,168,0.649,0.351
1996_BUL,BUL,1996,74,36,110,0.673,0.327
2000_BUL,BUL,2000,52,39,91,0.571,0.429
2004_BUL,BUL,2004,49,46,95,0.516,0.484
2008_BUL,BUL,2008,43,27,70,0.614,0.386
2012_BUL,BUL,2012,37,26,63,0.587,0.413
2016_BUL,BUL,2016,29,22,51,0.569,0.431
1972_BUR,BUR,1972,1,0,1,1,0
1988_BUR,BUR,1988,5,1,6,0.833,0.167
1992_BUR,BUR,1992,4,0,4,1,0
1996_BUR,BUR,1996,3,2,5,0.6,0.4
2000_BUR,BUR,2000,3,1,4,0.75,0.25
2004_BUR,BUR,2004,3,2,5,0.6,0.4
2008_BUR,BUR,2008,3,3,6,0.5,0.5
2012_BUR,BUR,2012,2,3,5,0.4,0.6
2016_BUR,BUR,2016,3,2,5,0.6,0.4
1968_CAF,CAF,1968,1,0,1,1,0
1984_CAF,CAF,1984,3,0,3,1,0
1988_CAF,CAF,1988,15,0,15,1,0
1992_CAF,CAF,1992,13,2,15,0.867,0.133
1996_CAF,CAF,1996,3,2,5,0.6,0.4
2000_CAF,CAF,2000,1,2,3,0.333,0.667
2004_CAF,CAF,2004,2,2,4,0.5,0.5
2008_CAF,CAF,2008,2,1,3,0.667,0.333
2012_CAF,CAF,2012,3,3,6,0.5,0.5
2016_CAF,CAF,2016,3,3,6,0.5,0.5
1956_CAM,CAM,1956,2,0,2,1,0
1964_CAM,CAM,1964,13,0,13,1,0
1972_CAM,CAM,1972,8,1,9,0.889,0.111
1996_CAM,CAM,1996,3,2,5,0.6,0.4
2000_CAM,CAM,2000,2,2,4,0.5,0.5
2004_CAM,CAM,2004,2,2,4,0.5,0.5
2008_CAM,CAM,2008,2,2,4,0.5,0.5
2012_CAM,CAM,2012,3,3,6,0.5,0.5
2016_CAM,CAM,2016,2,4,6,0.333,0.667
1900_CAN,CAN,1900,4,0,4,1,0
1904_CAN,CAN,1904,56,0,56,1,0
1908_CAN,CAN,1908,87,0,87,1,0
1912_CAN,CAN,1912,37,0,37,1,0
1920_CAN,CAN,1920,52,0,52,1,0
1924_CAN,CAN,1924,76,1,77,0.987,0.013
1928_CAN,CAN,1928,82,10,92,0.891,0.109
1932_CAN,CAN,1932,123,21,144,0.854,0.146
1936_CAN,CAN,1936,101,25,126,0.802,0.198
1948_CAN,CAN,1948,130,25,155,0.839,0.161
1952_CAN,CAN,1952,128,18,146,0.877,0.123
1956_CAN,CAN,1956,108,23,131,0.824,0.176
1960_CAN,CAN,1960,108,21,129,0.837,0.163
1964_CAN,CAN,1964,138,32,170,0.812,0.188
1968_CAN,CAN,1968,165,43,208,0.793,0.207
1972_CAN,CAN,1972,187,68,255,0.733,0.267
1976_CAN,CAN,1976,299,144,443,0.675,0.325
1980_CAN,CAN,1980,41,18,59,0.695,0.305
1984_CAN,CAN,1984,303,171,474,0.639,0.361
1988_CAN,CAN,1988,305,135,440,0.693,0.307
1992_CAN,CAN,1992,258,145,403,0.64,0.36
1996_CAN,CAN,1996,152,151,303,0.502,0.498
2000_CAN,CAN,2000,150,144,294,0.51,0.49
2004_CAN,CAN,2004,130,132,262,0.496,0.504
2008_CAN,CAN,2008,186,146,332,0.56,0.44
2012_CAN,CAN,2012,119,154,273,0.436,0.564
2016_CAN,CAN,2016,127,183,310,0.41,0.59
1976_CAY,CAY,1976,2,0,2,1,0
1984_CAY,CAY,1984,7,1,8,0.875,0.125
1988_CAY,CAY,1988,7,1,8,0.875,0.125
1992_CAY,CAY,1992,10,0,10,1,0
1996_CAY,CAY,1996,8,1,9,0.889,0.111
2000_CAY,CAY,2000,1,2,3,0.333,0.667
2004_CAY,CAY,2004,3,2,5,0.6,0.4
2008_CAY,CAY,2008,3,1,4,0.75,0.25
2012_CAY,CAY,2012,4,0,4,1,0
2016_CAY,CAY,2016,3,2,5,0.6,0.4
1964_CGO,CGO,1964,2,0,2,1,0
1972_CGO,CGO,1972,6,0,6,1,0
1980_CGO,CGO,1980,9,14,23,0.391,0.609
1984_CGO,CGO,1984,8,1,9,0.889,0.111
1988_CGO,CGO,1988,5,2,7,0.714,0.286
1992_CGO,CGO,1992,6,1,7,0.857,0.143
1996_CGO,CGO,1996,3,2,5,0.6,0.4
2000_CGO,CGO,2000,3,2,5,0.6,0.4
2004_CGO,CGO,2004,2,3,5,0.4,0.6
2008_CGO,CGO,2008,3,2,5,0.6,0.4
2012_CGO,CGO,2012,4,3,7,0.571,0.429
2016_CGO,CGO,2016,7,3,10,0.7,0.3
1964_CHA,CHA,1964,2,0,2,1,0
1968_CHA,CHA,1968,3,0,3,1,0
1972_CHA,CHA,1972,4,0,4,1,0
1984_CHA,CHA,1984,3,0,3,1,0
1988_CHA,CHA,1988,6,0,6,1,0
1992_CHA,CHA,1992,5,1,6,0.833,0.167
1996_CHA,CHA,1996,3,1,4,0.75,0.25
2000_CHA,CHA,2000,1,1,2,0.5,0.5
2004_CHA,CHA,2004,0,1,1,0,1
2008_CHA,CHA,2008,1,1,2,0.5,0.5
2012_CHA,CHA,2012,0,2,2,0,1
2016_CHA,CHA,2016,1,1,2,0.5,0.5
1912_CHI,CHI,1912,14,0,14,1,0
1920_CHI,CHI,1920,2,0,2,1,0
1924_CHI,CHI,1924,13,0,13,1,0
1928_CHI,CHI,1928,38,0,38,1,0
1936_CHI,CHI,1936,39,1,40,0.975,0.025
1948_CHI,CHI,1948,54,4,58,0.931,0.069
1952_CHI,CHI,1952,58,4,62,0.935,0.065
1956_CHI,CHI,1956,34,2,36,0.944,0.056
1960_CHI,CHI,1960,13,1,14,0.929,0.071
1964_CHI,CHI,1964,19,0,19,1,0
1968_CHI,CHI,1968,22,3,25,0.88,0.12
1972_CHI,CHI,1972,9,2,11,0.818,0.182
1976_CHI,CHI,1976,12,0,12,1,0
1984_CHI,CHI,1984,54,2,56,0.964,0.036
1988_CHI,CHI,1988,21,1,22,0.955,0.045
1992_CHI,CHI,1992,14,3,17,0.824,0.176
1996_CHI,CHI,1996,16,5,21,0.762,0.238
2000_CHI,CHI,2000,43,7,50,0.86,0.14
2004_CHI,CHI,2004,16,6,22,0.727,0.273
2008_CHI,CHI,2008,20,6,26,0.769,0.231
2012_CHI,CHI,2012,21,14,35,0.6,0.4
2016_CHI,CHI,2016,25,17,42,0.595,0.405
1932_CHN,CHN,1932,1,0,1,1,0
